Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category
7286,20.0,Female,1.8,8.7,6.1,2.1,74.7,95.1,6.9,2.7,5.0,3.3,Average,Yes,2.8,6.5,7.94,66.34,High
7287,20.0,Female,3.4,8.0,3.2,0.0,94.3,68.4,6.9,10.6,4.1,6.7,Good,Yes,4.0,9.3,6.48,73.11,High
7288,18.0,Male,2.7,6.5,2.9,3.0,100.0,,6.9,1.5,7.1,7.2,Good,Yes,9.7,5.9,7.29,59.88,Medium
7289,24.0,,4.1,7.1,8.4,4.1,,100.0,8.3,5.7,1.7,1.0,Good,No,6.7,5.8,5.58,60.76,Medium
7290,23.0,Female,2.8,9.0,10.3,5.1,67.9,34.4,0.5,0.5,7.2,7.1,Average,No,0.0,4.7,6.75,16.44,Low
7291,22.0,Male,0.7,8.7,6.3,3.1,96.2,68.9,5.5,6.6,9.4,5.4,Average,No,3.4,1.1,6.59,54.92,Medium
7292,17.0,Female,2.1,9.6,5.6,1.7,87.8,49.3,2.4,1.8,4.4,6.9,Good,Yes,1.6,8.8,5.26,47.31,Medium
7293,17.0,Male,7.5,6.0,8.6,3.4,85.7,82.3,9.0,1.9,5.1,8.6,Average,Yes,0.0,4.2,6.95,67.0,High
7294,20.0,Female,4.7,5.9,6.8,2.9,89.1,57.8,2.9,1.0,5.3,6.5,Average,No,9.3,1.5,6.18,40.39,Low
7295,18.0,Female,4.6,7.2,1.0,4.4,81.2,95.4,4.3,6.5,5.5,5.4,Average,No,3.7,2.8,7.39,66.58,High
7296,25.0,Female,3.6,7.5,8.5,2.9,86.3,79.2,4.5,2.9,5.7,2.7,Good,No,2.6,0.8,8.61,61.52,Medium
7297,17.0,Female,4.1,6.8,2.7,4.6,75.8,100.0,3.3,2.2,5.4,5.8,Poor,No,9.1,2.2,4.7,50.32,Medium
7298,20.0,Female,3.3,6.5,6.0,2.5,77.0,76.8,5.3,2.4,4.3,9.2,Poor,No,5.3,5.9,5.54,56.4,Medium
7299,19.0,Female,5.3,8.6,4.9,5.3,78.8,95.9,1.4,4.4,6.3,1.0,Poor,No,2.7,6.3,8.11,53.11,Medium
7300,21.0,Female,4.4,6.9,4.4,3.3,74.7,55.5,9.4,5.8,7.4,8.6,Average,Yes,5.1,12.4,7.41,72.03,High
7301,17.0,Male,1.9,5.4,6.1,1.9,86.1,92.7,6.9,3.1,4.5,7.4,Poor,Yes,8.4,1.9,7.73,68.5,High
7302,20.0,Female,4.7,5.6,8.2,2.4,83.9,72.6,4.3,1.4,3.3,5.9,Poor,No,2.9,2.5,8.01,42.1,Low
7303,18.0,Male,0.0,7.3,6.1,4.3,55.7,79.3,7.3,5.4,8.1,7.3,Average,No,4.7,3.3,6.4,40.24,Low
7304,24.0,Male,5.0,10.0,9.5,0.7,77.4,91.7,6.7,1.2,5.7,8.5,Average,Yes,7.4,,8.51,61.85,Medium
7305,16.0,Female,1.4,5.7,9.8,2.8,80.3,82.0,3.9,0.7,2.0,5.0,Average,Yes,2.1,17.3,6.98,39.58,Low
7306,24.0,Male,4.0,6.6,9.8,4.9,99.9,60.8,7.6,0.4,7.7,6.2,Average,No,7.0,1.6,,48.45,Medium
7307,23.0,Male,1.8,10.0,5.9,3.9,76.3,66.2,5.5,4.6,3.1,6.0,Average,No,5.5,4.9,5.35,53.77,Medium
7308,19.0,Female,4.2,6.4,4.8,0.9,81.3,56.0,8.5,,4.7,9.4,Good,No,8.3,5.4,3.63,60.03,Medium
7309,22.0,Male,5.4,7.6,5.9,3.6,79.0,87.9,4.9,1.1,4.9,6.0,Average,No,0.0,8.9,7.6,58.74,Medium
7310,16.0,Male,7.2,9.4,8.8,0.6,97.2,68.8,3.0,3.0,4.2,6.3,Average,Yes,1.3,6.2,8.49,61.55,Medium
7311,25.0,Female,1.1,5.8,8.7,3.3,64.5,66.9,8.1,15.0,7.2,8.1,Good,No,1.6,14.7,7.92,44.99,Low
7312,20.0,Female,6.2,6.6,1.0,5.5,69.8,78.6,5.5,5.6,8.8,7.1,Good,Yes,,1.1,7.5,56.78,Medium
7313,19.0,Female,4.5,6.4,6.8,3.1,68.9,70.7,5.9,2.8,7.6,6.5,Good,Yes,4.6,1.8,5.74,45.37,Low
7314,19.0,Female,3.3,5.0,1.0,1.0,80.2,96.0,6.6,4.0,6.8,3.1,,No,10.0,1.9,6.5,54.89,Medium
7315,16.0,Female,5.7,9.0,6.0,2.7,60.6,89.1,,1.1,4.6,5.1,Average,No,1.0,1.1,7.75,46.83,Medium
7316,25.0,Female,3.7,6.2,4.7,3.4,99.0,88.0,5.4,1.8,10.0,6.8,Average,No,2.4,9.3,8.23,65.3,High
7317,16.0,Female,5.6,5.9,3.9,5.0,85.4,67.5,4.8,3.8,6.5,6.3,Poor,No,,3.1,6.08,56.33,Medium
7318,21.0,Female,2.2,6.4,8.1,4.9,87.6,87.8,5.1,3.8,8.0,5.7,Good,No,4.6,6.4,7.72,62.73,Medium
7319,20.0,Female,2.9,8.2,4.4,1.0,100.0,84.1,8.7,1.1,4.2,7.5,Good,Yes,8.7,3.5,5.35,73.23,High
7320,24.0,Male,6.1,7.1,6.0,2.4,75.5,53.1,4.3,2.8,9.4,10.0,Average,No,3.4,2.2,4.71,47.59,Medium
7321,18.0,Male,7.2,6.0,3.7,3.7,91.1,70.6,4.2,2.4,1.1,6.2,Good,No,3.3,7.6,4.16,50.73,Medium
7322,20.0,Male,4.1,7.5,6.2,1.9,87.6,71.9,,6.6,1.3,7.4,Good,Yes,6.7,1.2,4.46,80.04,High
7323,20.0,Female,0.0,8.1,8.4,3.9,100.0,100.0,3.8,1.7,7.3,5.6,Good,No,2.5,,9.15,48.83,Medium
7324,22.0,Male,3.8,7.0,3.8,0.6,89.0,67.4,6.1,2.6,2.2,3.5,Good,No,2.0,11.9,4.59,67.36,High
7325,16.0,Female,4.3,6.7,7.6,3.5,73.4,83.7,7.5,5.3,4.2,5.3,Poor,No,4.1,3.7,3.75,55.08,Medium
7326,18.0,Female,3.7,8.3,6.1,4.8,85.5,98.4,7.5,7.1,5.3,6.4,Average,Yes,2.0,9.2,9.53,82.93,High
7327,18.0,Female,4.9,6.8,6.1,3.1,71.6,58.4,2.9,1.7,5.6,5.9,Good,,4.4,1.6,5.81,44.34,Low
7328,22.0,Male,3.2,9.1,5.1,,73.9,80.0,4.4,1.4,9.7,6.2,Good,Yes,5.0,3.4,5.06,39.27,Low
7329,18.0,Female,5.9,6.0,7.9,4.5,79.8,100.0,2.2,10.5,5.6,2.2,Good,Yes,7.8,,8.45,56.91,Medium
7330,21.0,Male,1.9,6.0,7.7,2.2,77.6,46.8,7.8,2.4,2.4,5.0,Good,No,0.1,10.5,6.39,41.92,Low
7331,18.0,Female,6.7,5.8,5.7,4.1,68.4,64.1,8.3,2.3,5.9,,Poor,No,9.2,17.7,5.46,37.11,Low
7332,23.0,Female,7.3,6.7,6.5,2.9,50.5,79.9,8.2,1.1,4.1,6.7,Poor,No,2.6,6.1,6.01,53.41,Medium
7333,24.0,Male,2.4,7.0,7.9,1.4,83.9,81.6,5.9,2.1,4.9,6.0,Average,No,9.4,6.1,4.45,54.5,Medium
7334,20.0,Female,2.4,5.3,7.4,4.6,84.8,77.8,5.5,1.5,6.0,5.6,Average,No,2.9,6.3,5.44,43.03,Low
7335,19.0,Male,5.0,7.1,5.2,5.5,84.7,84.8,4.8,0.8,7.3,2.7,Good,Yes,3.4,16.5,6.17,52.7,Medium
7336,18.0,Other,1.8,7.7,8.9,5.1,100.0,97.7,2.7,1.1,6.7,5.7,Good,Yes,,1.5,8.61,59.6,Medium
7337,16.0,Male,3.2,5.1,8.2,4.6,60.0,76.0,7.1,4.6,5.8,9.2,Good,No,0.0,9.5,4.4,43.28,Low
7338,18.0,Male,6.4,6.3,11.3,3.9,100.0,73.7,3.9,5.5,7.9,4.8,Poor,No,1.4,5.1,7.42,56.47,Medium
7339,21.0,Male,5.7,7.7,2.1,3.7,,85.7,1.5,2.8,6.4,6.2,Good,No,0.2,13.3,7.31,72.94,High
7340,20.0,Male,8.2,5.6,7.8,2.8,100.0,100.0,8.9,5.8,6.7,6.4,Average,No,7.0,2.6,6.2,63.55,High
7341,24.0,Female,4.5,6.6,8.9,1.8,75.5,85.8,4.6,3.7,1.3,2.6,Average,No,5.3,11.8,4.74,51.3,Medium
7342,19.0,Female,3.0,8.4,8.5,0.0,85.9,93.7,6.5,2.0,9.1,2.7,Average,No,7.1,4.2,3.51,41.31,Low
7343,22.0,Female,4.3,9.3,5.4,0.2,70.0,46.7,5.7,1.6,3.8,2.9,Good,No,4.3,10.6,6.55,52.65,Medium
7344,20.0,Male,3.9,7.6,2.6,3.0,71.2,71.8,8.5,3.4,3.9,6.9,Good,No,0.9,7.1,4.28,66.9,High
7345,20.0,Male,3.9,6.8,9.8,0.7,100.0,53.2,2.8,2.5,6.4,8.7,Average,No,3.9,15.5,4.88,55.24,Medium
7346,18.0,Female,4.2,6.3,4.8,3.7,89.1,75.3,7.7,2.5,3.7,9.8,Average,No,3.3,2.0,5.36,74.19,High
7347,20.0,Male,2.3,8.2,5.3,6.1,89.9,100.0,5.9,4.2,3.7,5.7,Average,Yes,1.6,4.1,7.11,63.47,High
7348,20.0,Female,4.8,8.5,11.2,0.0,65.4,51.7,7.0,3.6,9.4,8.4,Average,Yes,4.5,4.1,8.31,57.54,Medium
7349,22.0,Female,1.4,5.5,2.8,1.2,60.8,100.0,5.1,,9.0,5.1,Good,No,4.6,6.5,6.6,47.86,Medium
7350,24.0,Male,2.8,8.2,8.0,6.9,93.7,74.9,5.2,1.4,5.1,3.3,Poor,No,4.6,11.2,7.58,43.96,Low
7351,19.0,Female,4.0,6.2,4.1,4.5,85.5,91.1,8.0,0.3,4.5,4.1,Good,No,5.5,14.0,6.49,63.77,High
7352,16.0,Female,0.0,5.9,4.1,2.8,76.1,93.5,4.4,10.8,4.3,5.0,Poor,No,3.4,7.6,7.12,43.39,Low
7353,20.0,Female,5.7,6.8,6.4,2.0,100.0,100.0,4.8,2.5,1.0,5.9,Good,Yes,5.8,6.9,6.33,79.51,High
7354,20.0,Male,0.1,8.3,7.7,4.1,87.7,85.5,5.5,0.5,7.7,5.8,Poor,No,2.2,3.7,4.87,33.9,Low
7355,18.0,Male,5.5,7.4,8.4,4.8,68.9,59.3,2.8,1.2,6.0,7.4,Poor,No,6.0,1.4,7.36,44.62,Low
7356,22.0,Male,1.6,7.4,8.7,0.7,54.8,93.2,5.4,4.1,4.2,5.6,Good,No,5.7,5.6,4.84,43.23,Low
7357,25.0,Male,3.4,7.5,4.2,5.7,87.8,26.9,5.5,3.4,10.0,8.1,Average,No,7.7,10.2,8.89,53.21,Medium
7358,24.0,Male,5.2,,3.1,3.7,73.9,58.7,7.5,3.3,1.2,4.6,Average,Yes,6.0,7.8,6.18,61.57,Medium
7359,18.0,Female,8.6,6.9,5.1,4.7,78.2,64.5,4.8,11.0,8.9,5.1,Average,No,5.3,4.0,7.32,57.34,Medium
7360,23.0,Female,4.4,7.8,6.9,4.8,77.1,37.1,1.9,2.2,3.1,9.6,Good,No,7.1,6.6,2.98,43.36,Low
7361,22.0,Female,0.2,6.1,5.5,3.6,98.6,100.0,6.1,1.4,9.6,1.5,Average,Yes,,2.5,8.94,48.97,Medium
7362,20.0,Male,6.1,7.8,1.0,3.8,91.0,98.9,5.0,2.7,8.7,10.0,Average,No,0.2,9.7,4.02,72.55,High
7363,20.0,Female,3.7,8.1,1.4,3.9,78.7,83.1,3.4,2.2,2.9,7.1,Average,No,6.0,9.0,5.59,60.97,Medium
7364,23.0,,4.3,7.9,5.4,2.4,78.4,92.6,6.7,3.2,6.8,10.0,Poor,No,1.0,5.6,5.73,63.39,High
7365,20.0,Female,5.3,8.0,8.1,4.2,,81.6,6.8,4.1,6.6,9.0,Good,Yes,6.4,5.5,5.89,61.2,Medium
7366,19.0,Other,0.0,7.6,3.7,2.5,97.1,90.6,7.3,2.6,4.2,5.5,Average,No,0.0,2.8,,67.96,High
7367,20.0,Female,4.2,8.5,7.8,3.0,81.1,97.7,6.8,3.5,7.6,3.2,Average,No,6.8,9.1,,59.8,Medium
7368,21.0,Other,3.4,4.0,2.3,5.8,72.5,49.0,7.6,2.1,7.9,9.4,Average,No,9.0,4.5,5.59,36.35,Low
7369,18.0,Female,6.6,8.1,6.6,2.9,64.3,91.5,6.7,2.4,6.8,2.4,Average,No,4.6,1.8,4.43,50.02,Medium
7370,,Male,5.7,9.6,6.7,3.7,78.9,95.3,10.0,1.1,4.2,7.0,Average,No,2.5,4.4,5.61,71.7,High
7371,21.0,Male,0.9,6.2,7.2,2.7,64.4,64.4,9.2,0.4,9.2,3.9,Good,No,3.9,2.0,7.11,31.1,Low
7372,21.0,Male,6.7,6.0,3.5,2.3,84.4,70.8,6.5,1.1,4.0,8.1,Poor,Yes,5.7,14.5,4.86,61.73,Medium
7373,17.0,Male,5.1,8.7,2.1,6.5,85.9,61.0,2.2,0.8,,2.5,Good,No,5.4,3.2,8.88,62.01,Medium
7374,21.0,Female,1.1,5.8,7.8,0.4,95.5,80.6,10.0,0.5,5.5,7.7,Average,Yes,1.4,5.5,3.78,52.92,Medium
7375,17.0,Male,4.3,6.1,2.2,3.1,77.3,82.0,5.4,1.8,6.4,7.1,Poor,No,8.1,5.3,6.86,62.96,Medium
7376,17.0,Female,6.3,7.2,4.1,0.8,93.4,78.5,7.4,1.6,4.7,6.5,Good,Yes,1.8,4.5,6.16,66.69,High
7377,20.0,Male,1.8,6.0,9.5,5.3,100.0,61.2,7.0,4.4,4.9,6.8,Good,Yes,1.5,2.5,8.05,44.14,Low
7378,19.0,Male,7.0,8.1,6.4,2.9,81.0,,5.7,4.8,2.2,6.5,Good,No,2.3,10.9,6.3,69.39,High
7379,21.0,Other,1.2,6.0,6.9,2.2,100.0,64.5,4.9,7.1,1.0,4.3,Average,No,4.7,1.9,6.82,57.26,Medium
7380,17.0,Male,,7.5,7.6,0.0,98.7,84.9,5.2,5.7,7.3,3.3,Average,Yes,4.6,9.7,5.37,63.62,High
7381,20.0,Female,2.3,7.4,7.5,5.8,73.8,89.2,0.1,8.7,7.5,5.7,Average,No,3.4,8.9,7.02,47.86,Medium
7382,18.0,Female,7.0,9.2,5.9,0.6,100.0,44.2,3.4,3.0,10.0,10.0,Average,No,5.6,1.2,6.36,50.7,Medium
7383,25.0,Male,3.2,8.5,3.7,3.9,79.1,81.0,4.9,2.2,5.9,7.3,Average,No,3.3,6.4,4.58,63.92,High
7384,21.0,Female,1.9,6.3,12.7,4.7,98.2,97.6,6.1,1.8,3.2,4.4,Average,Yes,3.6,2.9,7.39,60.69,Medium
7385,22.0,Male,5.1,5.4,5.3,6.9,88.2,74.7,7.3,5.9,2.6,7.6,Average,No,2.9,6.7,5.68,59.91,Medium
7386,19.0,Female,5.5,8.1,6.8,2.0,83.9,91.2,4.7,2.6,3.8,5.4,Average,Yes,4.6,9.4,6.31,77.91,High
7387,17.0,Female,5.5,6.2,7.1,1.5,97.0,62.8,7.5,5.7,6.4,4.1,Average,No,2.1,17.4,7.21,47.71,Medium
7388,25.0,Male,3.7,6.6,4.7,2.2,82.0,94.0,5.5,8.2,3.6,8.7,Poor,No,3.3,13.4,5.65,76.46,High
7389,18.0,Female,,5.6,4.9,1.9,79.0,54.5,5.2,4.0,7.3,7.6,Good,No,5.1,1.6,4.56,54.99,Medium
7390,19.0,Male,2.9,7.9,9.7,0.0,79.4,74.6,6.1,0.2,6.8,6.0,Good,No,7.6,11.4,9.53,71.71,High
7391,21.0,,7.5,,4.2,5.9,65.1,97.2,7.6,2.4,6.4,9.3,Average,No,0.0,8.0,6.42,59.77,Medium
7392,16.0,Female,6.5,7.0,7.0,2.2,93.9,96.2,5.5,1.6,2.1,7.1,Good,Yes,4.1,4.2,6.16,77.17,High
7393,23.0,Female,6.4,7.0,8.2,2.7,71.4,51.6,6.8,0.2,8.2,6.5,Poor,Yes,4.2,2.0,8.1,50.2,Medium
7394,20.0,Female,5.8,7.2,5.5,4.1,82.7,71.1,7.6,5.2,10.0,2.1,Good,Yes,1.4,0.5,8.38,52.72,Medium
7395,18.0,Male,5.2,7.9,5.8,5.5,80.3,64.2,7.2,1.7,3.1,8.8,Poor,Yes,2.0,3.5,7.67,71.06,High
7396,16.0,Other,1.7,6.7,8.4,0.9,87.9,96.2,4.5,1.9,4.4,2.6,Poor,Yes,1.0,1.0,7.5,47.75,Medium
7397,18.0,Male,5.5,6.0,5.7,3.6,79.8,73.7,4.9,1.6,3.0,6.4,Poor,No,6.7,3.8,6.14,47.35,Medium
7398,24.0,Female,4.4,4.6,1.0,0.8,76.5,77.7,7.3,6.3,6.0,6.7,Average,No,0.0,10.0,2.71,51.53,Medium
7399,22.0,Male,6.7,7.1,9.8,3.6,85.4,83.7,5.7,4.4,6.7,4.9,Poor,No,1.2,4.9,,51.74,Medium
7400,18.0,Other,5.8,6.8,3.6,3.5,84.3,53.2,4.3,2.9,5.3,3.6,Good,No,1.9,10.4,3.85,52.03,Medium
7401,16.0,Female,5.3,6.1,6.5,2.1,66.2,80.4,6.1,0.3,8.1,6.3,Good,No,2.2,10.8,3.59,42.48,Low
7402,22.0,Female,0.8,7.1,2.7,3.4,78.6,56.8,7.7,2.6,8.6,7.4,Average,No,3.6,6.7,8.12,50.44,Medium
7403,21.0,Male,4.0,8.1,4.7,3.5,96.5,66.2,8.0,3.9,2.5,4.5,Average,No,2.4,1.8,4.36,67.8,High
7404,19.0,Female,3.1,8.4,4.9,2.9,100.0,67.0,8.2,1.6,5.9,4.7,Average,Yes,3.5,5.2,6.42,62.72,Medium
7405,19.0,Female,4.7,5.0,6.4,2.6,57.8,83.7,6.1,4.9,6.4,3.5,Average,No,0.8,12.6,7.77,39.56,Low
7406,18.0,Female,3.4,6.5,3.8,0.5,90.8,60.7,6.8,1.0,6.2,2.4,Average,No,0.0,7.6,6.34,46.52,Low
7407,21.0,Male,3.6,8.2,11.0,1.0,81.4,66.5,8.4,6.9,4.8,5.7,Average,No,4.3,8.1,10.0,66.14,High
7408,25.0,Female,5.1,9.1,6.1,1.9,72.3,80.8,4.6,2.9,6.2,4.4,Average,No,6.7,2.7,5.76,56.5,Medium
7409,18.0,Male,3.3,5.9,8.2,1.2,74.4,99.9,8.2,0.7,2.2,7.5,Average,No,4.0,4.7,7.44,69.64,High
7410,21.0,Male,4.4,8.8,6.0,2.0,67.8,82.9,7.5,4.5,8.8,7.5,Average,Yes,3.6,2.9,10.0,71.48,High
7411,19.0,Male,1.2,5.2,8.5,2.9,62.3,95.4,7.5,4.7,4.9,7.3,Good,No,3.6,6.8,5.08,46.47,Low
7412,20.0,Male,2.5,8.5,1.0,3.2,85.0,36.8,2.3,6.0,4.2,4.4,Poor,No,2.8,5.4,8.0,58.29,Medium
7413,18.0,Male,5.5,6.6,4.2,4.0,100.0,100.0,4.8,3.4,1.9,8.1,Poor,Yes,7.2,2.7,6.78,78.96,High
7414,23.0,Male,1.7,9.0,4.7,3.3,84.6,59.6,4.6,3.7,9.3,3.9,Average,Yes,7.5,4.2,6.81,41.07,Low
7415,20.0,Male,6.7,6.4,4.7,3.2,82.2,64.0,9.1,1.3,9.9,7.8,Good,Yes,6.9,5.0,7.46,59.04,Medium
7416,20.0,Female,6.1,6.6,7.3,4.0,71.9,100.0,4.1,2.9,5.8,7.1,Poor,No,8.0,1.2,,69.78,High
7417,19.0,Female,3.7,6.8,7.5,1.3,67.9,78.1,3.7,3.1,2.6,7.5,Good,Yes,5.6,6.8,8.84,63.28,High
7418,18.0,Male,10.2,5.0,5.8,1.5,80.3,61.5,3.3,3.6,4.8,2.9,Average,No,4.6,11.6,7.35,35.96,Low
7419,17.0,Female,6.7,4.7,5.9,2.3,66.6,64.0,5.2,1.4,5.2,8.7,Poor,No,3.3,3.5,6.25,34.28,Low
7420,22.0,Female,2.3,7.7,12.1,1.7,94.6,50.1,6.9,0.6,,6.4,Good,Yes,4.4,1.8,8.16,57.42,Medium
7421,18.0,Female,5.7,8.3,6.8,0.0,72.5,75.3,10.0,4.2,6.3,5.9,Good,Yes,4.2,11.7,6.43,73.03,High
7422,22.0,Male,4.3,7.8,1.0,4.0,69.0,69.0,5.2,2.9,7.2,3.9,Good,Yes,7.3,9.0,7.09,49.17,Medium
7423,19.0,Male,2.6,5.4,7.9,1.2,100.0,87.1,4.3,0.8,5.5,4.7,Average,No,,18.7,5.15,52.07,Medium
7424,19.0,Other,2.1,7.6,7.4,6.3,96.9,100.0,9.4,4.4,2.0,5.5,Good,No,7.9,11.7,8.15,85.09,High
7425,20.0,Male,6.2,5.7,8.9,3.3,64.5,52.4,9.8,1.6,4.5,5.6,Average,Yes,1.7,2.4,7.72,43.35,Low
7426,19.0,Male,3.0,7.5,7.5,0.3,68.5,85.7,2.1,1.0,4.7,9.7,Poor,No,9.2,,3.82,57.39,Medium
7427,17.0,Male,4.0,8.5,3.7,4.2,77.5,47.4,4.9,4.0,4.7,5.9,Good,No,3.4,4.4,5.27,55.85,Medium
7428,19.0,Male,2.4,7.5,8.2,3.1,77.9,82.8,6.5,2.1,8.7,5.3,Good,No,8.1,4.6,1.69,43.52,Low
7429,21.0,Other,2.7,8.9,6.2,3.5,74.0,53.9,6.4,4.2,5.1,5.5,Average,No,3.1,5.8,5.01,47.86,Medium
7430,21.0,Male,3.9,6.8,8.6,2.1,97.4,50.8,10.0,0.6,6.6,6.8,Average,Yes,5.3,2.0,6.43,54.9,Medium
7431,18.0,Female,5.0,6.7,9.9,1.3,82.7,100.0,4.8,5.9,9.1,6.5,Average,,3.6,4.5,5.42,53.12,Medium
7432,20.0,Other,0.0,,5.7,0.4,79.5,100.0,3.5,2.2,5.4,3.7,Average,No,4.7,2.4,8.41,56.98,Medium
7433,18.0,Female,,5.3,8.2,0.7,72.1,62.3,4.3,4.0,5.5,10.0,Good,No,5.0,0.4,6.3,52.33,Medium
7434,18.0,Male,2.7,6.5,8.6,0.5,66.3,100.0,8.4,1.1,5.8,5.5,Average,No,3.4,5.0,6.42,48.84,Medium
7435,16.0,Male,7.0,6.6,6.4,2.4,71.9,74.3,6.0,12.3,8.9,3.1,Average,Yes,1.6,8.1,5.7,46.34,Low
7436,24.0,Female,10.1,6.6,10.9,2.9,68.6,50.3,9.5,15.0,10.0,4.6,Good,Yes,5.5,12.9,5.82,39.76,Low
7437,18.0,Male,3.5,7.3,8.6,0.2,63.6,86.7,7.4,4.7,5.7,5.9,Good,Yes,6.8,4.0,4.57,54.93,Medium
7438,18.0,Female,0.8,5.1,4.5,4.6,94.0,92.1,4.5,5.2,8.4,9.7,Poor,No,2.9,1.0,6.79,47.24,Medium
7439,18.0,Male,4.4,5.5,6.7,3.3,92.1,88.5,7.9,1.8,8.3,5.5,Average,No,3.2,1.1,5.54,60.31,Medium
7440,17.0,Female,3.8,8.5,8.2,7.4,75.1,44.6,8.6,4.5,8.4,4.1,Average,No,6.4,2.2,6.0,50.46,Medium
7441,21.0,Female,8.1,4.4,10.8,,97.1,54.4,9.2,2.1,7.2,5.2,Average,No,4.4,11.3,4.13,32.74,Low
7442,17.0,Female,7.5,7.8,7.6,7.0,87.7,91.9,2.9,3.3,5.6,5.7,Good,No,,6.0,7.68,59.2,Medium
7443,17.0,Female,5.9,6.5,6.7,4.3,66.0,54.3,6.6,3.6,9.0,5.7,Good,Yes,9.3,4.1,10.0,57.96,Medium
7444,21.0,Male,3.0,7.2,9.2,0.0,61.0,93.3,3.5,1.3,1.7,2.1,Average,No,0.0,7.3,6.44,40.03,Low
7445,19.0,Male,5.6,9.0,5.5,0.9,84.0,68.5,5.3,2.1,,3.8,Average,No,2.0,6.1,4.42,53.57,Medium
7446,22.0,Male,4.7,6.8,3.5,3.6,86.2,45.4,5.5,4.8,8.2,7.8,Good,No,5.4,6.7,6.82,57.68,Medium
7447,20.0,Male,4.7,7.8,7.8,0.0,63.2,51.3,6.6,4.1,3.1,6.9,Average,Yes,3.0,5.0,6.58,57.62,Medium
7448,18.0,Female,1.1,7.1,5.1,1.4,73.2,83.2,7.1,2.6,10.0,6.8,Poor,No,2.4,8.8,5.42,47.46,Medium
7449,21.0,Male,6.3,6.9,12.8,0.1,91.1,84.0,4.7,5.9,2.9,4.7,Poor,No,0.0,3.7,7.79,74.94,High
7450,17.0,Male,4.4,6.7,6.6,6.8,100.0,100.0,8.7,1.9,7.8,2.7,Poor,No,1.6,7.5,8.7,59.44,Medium
7451,20.0,Other,4.0,7.9,7.8,5.0,81.1,75.4,8.9,0.6,2.7,6.2,Average,Yes,1.9,8.8,7.91,60.68,Medium
7452,20.0,Male,3.0,6.0,4.4,2.4,80.7,71.4,6.4,2.4,7.4,6.9,Average,No,3.4,4.4,4.63,46.79,Medium
7453,18.0,Female,2.6,5.5,9.2,5.7,74.1,100.0,9.8,1.2,3.4,10.0,Average,No,5.7,2.1,8.05,62.52,Medium
7454,21.0,Male,4.8,7.1,5.9,5.3,99.3,59.9,5.8,1.6,7.2,4.2,Average,No,4.8,0.2,4.29,49.63,Medium
7455,23.0,Male,0.7,7.3,5.7,5.4,87.2,69.9,1.9,2.4,5.6,7.4,Poor,No,7.3,7.3,3.27,49.55,Medium
7456,25.0,Female,5.8,4.6,5.7,2.0,69.1,83.5,4.0,2.4,6.6,7.2,Good,Yes,3.4,0.3,5.66,37.37,Low
7457,21.0,Other,2.1,7.0,2.8,2.4,90.2,58.9,5.0,3.4,6.9,1.9,Average,No,5.3,7.3,6.94,43.24,Low
7458,19.0,Male,0.1,5.4,5.4,1.0,70.9,83.0,8.0,1.0,7.5,6.7,Poor,No,3.6,7.2,5.51,25.62,Low
7459,18.0,Male,7.8,7.8,7.4,2.8,67.6,75.1,3.8,2.1,5.7,4.1,Good,No,1.3,2.8,6.3,47.76,Medium
7460,18.0,Male,2.5,4.7,2.1,1.5,74.2,95.4,5.9,1.2,5.7,7.3,Average,Yes,6.8,8.7,6.11,48.44,Medium
7461,20.0,Male,2.8,9.5,8.6,1.1,68.8,67.5,10.0,1.3,5.2,7.6,Poor,Yes,1.6,2.5,6.31,60.92,Medium
7462,19.0,Male,6.5,6.6,5.3,5.0,68.2,63.5,6.5,0.3,4.8,4.5,Average,No,6.2,5.6,7.99,57.58,Medium
7463,24.0,Female,7.9,5.9,6.6,4.2,61.8,100.0,9.5,1.6,8.2,6.9,Poor,No,3.9,8.3,6.62,55.87,Medium
7464,19.0,Male,,6.6,1.0,1.4,70.9,90.3,3.4,5.0,6.0,10.0,Average,No,5.4,9.5,8.33,69.79,High
7465,19.0,Male,2.3,7.7,6.6,4.7,73.1,94.6,1.6,3.2,4.9,6.7,Poor,No,3.4,2.7,6.19,45.58,Low
7466,19.0,Female,,8.2,3.4,3.6,62.4,90.0,2.5,2.6,7.6,,Good,No,5.1,4.4,4.7,44.88,Low
7467,23.0,Male,6.1,6.6,5.1,2.4,87.0,62.9,8.4,5.7,7.1,6.5,Good,No,6.6,3.7,7.45,65.3,High
7468,21.0,Male,7.5,5.1,2.1,5.9,,57.7,5.5,0.7,8.3,4.8,Good,No,4.1,6.0,8.65,36.2,Low
7469,21.0,Other,2.0,5.4,3.8,3.5,75.0,57.9,5.3,5.0,3.8,4.1,Average,No,6.1,5.0,7.05,46.49,Low
7470,19.0,Male,7.0,7.4,5.6,,,64.6,9.8,3.4,2.8,8.2,Good,No,3.9,2.6,7.02,73.63,High
